director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Jake Kasdan,Justin Timberlake,John Michael Higgins,Phyllis Smith,Comedy,bad teacher,Justin Timberlake John Michael Higgins Phyllis Smith Jake Kasdan Comedy
Harold Becker,Al Pacino,Michael O'Neill,Ellen Barkin,Crime Drama Mystery Thriller,sea of love,Al Pacino Michael O'Neill Ellen Barkin Harold Becker Crime Drama Mystery Thriller
Mark Rosman,Dan Byrd,Lin Shaye,Julie Gonzalo,Comedy Family Romance,a cinderella story,Dan Byrd Lin Shaye Julie Gonzalo Mark Rosman Comedy Family Romance
Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,Horror Mystery,scream,David Arquette W. Earl Brown Roger Jackson Wes Craven Horror Mystery
Steve Beck,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,Horror,thir13en ghosts,Shannon Elizabeth Embeth Davidtz F. Murray Abraham Steve Beck Horror
Stanley Kubrick,Scatman Crothers,Shelley Duvall,Joe Turkel,Drama Horror,the shining,Scatman Crothers Shelley Duvall Joe Turkel Stanley Kubrick Drama Horror
Robert Zemeckis,Lea Thompson,Thomas F. Wilson,J.J. Cohen,Adventure Comedy Sci-Fi,back to the future,Lea Thompson Thomas F. Wilson J.J. Cohen Robert Zemeckis Adventure Comedy Sci-Fi
William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,Horror Mystery Thriller,house on haunted hill,Jeffrey Combs Peter Gallagher Bridgette Wilson-Sampras William Malone Horror Mystery Thriller
Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,Comedy Drama,i can do bad all by myself,Eric Mendenhall Mary J. Blige Hope Olaide Wilson Tyler Perry Comedy Drama
Rob Hawk,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,Action Drama,fight valley,Kari J. Kramer Erin O'Brien Cabrina Collesides Rob Hawk Action Drama
Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,Comedy Drama Romance,the switch,Caroline Dhavernas Scott Elrod Kelli Barrett Josh Gordon Comedy Drama Romance
Shawn Levy,Taran Killam,David Agranov,David Moscow,Comedy Romance,just married,Taran Killam David Agranov David Moscow Shawn Levy Comedy Romance
Lee Tamahori,Mem Ferda,Dominic Cooper,Ludivine Sagnier,Biography Drama Thriller,the devil's double,Mem Ferda Dominic Cooper Ludivine Sagnier Lee Tamahori Biography Drama Thriller
unknown,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,Comedy Drama Reality-TV Romance,"gone, baby, gone            ",Nicole 'Snooki' Polizzi Jenni 'Jwoww' Farley Paul 'Pauly D' DelVecchio unknown Comedy Drama Reality-TV Romance
Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,Adventure Comedy Drama Family Fantasy,thomas and the magic railroad,Mara Wilson Colm Feore Peter Fonda Britt Allcroft Adventure Comedy Drama Family Fantasy
Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,Horror Thriller,the crazies,Radha Mitchell Glenn Morshower John Aylward Breck Eisner Horror Thriller
Hayao Miyazaki,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,Adventure Animation Family Fantasy,spirited away,Bunta Sugawara Ryûnosuke Kamiki Miyu Irino Hayao Miyazaki Adventure Animation Family Fantasy
Alan Yuen,Andy Lau,Michael Wong,Terence Yin,Action Crime Thriller,firestorm,Andy Lau Michael Wong Terence Yin Alan Yuen Action Crime Thriller
Roger Donaldson,Liam Neeson,Anthony Hopkins,Laurence Olivier,Action Adventure Drama History Romance,the bounty,Liam Neeson Anthony Hopkins Laurence Olivier Roger Donaldson Action Adventure Drama History Romance
Brian Percival,Emily Watson,Sophie Nélisse,Roger Allam,Drama War,the book thief,Emily Watson Sophie Nélisse Roger Allam Brian Percival Drama War
Sean Anders,Katrina Bowden,Michael Cudlitz,Alice Greczyn,Adventure Comedy Romance,sex drive,Katrina Bowden Michael Cudlitz Alice Greczyn Sean Anders Adventure Comedy Romance
Anand Tucker,Adam Scott,Kaitlin Olson,Dominique McElligott,Comedy Romance,leap year,Adam Scott Kaitlin Olson Dominique McElligott Anand Tucker Comedy Romance
Anthony Mann,James Mason,Mel Ferrer,Stephen Boyd,Drama History War,the fall of the roman empire,James Mason Mel Ferrer Stephen Boyd Anthony Mann Drama History War
Michael Dowse,Topher Grace,Michael Biehn,Dan Fogler,Comedy Drama Romance,take me home tonight,Topher Grace Michael Biehn Dan Fogler Michael Dowse Comedy Drama Romance
Daniel Barnz,Holly Hunter,Rosie Perez,Dante Brown,Drama,won't back down,Holly Hunter Rosie Perez Dante Brown Daniel Barnz Drama
Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey,Family Fantasy Music,the nutcracker,Darci Kistler Kyra Nichols Margaret Tracey Emile Ardolino Family Fantasy Music
Robert Altman,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,Crime Drama Music Thriller,kansas city,Steve Buscemi Jennifer Jason Leigh Miranda Richardson Robert Altman Crime Drama Music Thriller
James Schamus,Logan Lerman,Sarah Gadon,Tracy Letts,Drama,indignation,Logan Lerman Sarah Gadon Tracy Letts James Schamus Drama
Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,Drama Horror Mystery Thriller,the amityville horror,Jimmy Bennett Chloë Grace Moretz Ryan Reynolds Andrew Douglas Drama Horror Mystery Thriller
Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie,Comedy Drama,adaptation.,Nicolas Cage Meryl Streep Roger Willie Spike Jonze Comedy Drama
George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,Horror,land of the dead,Tony Nappo Shawn Roberts Pedro Miguel Arce George A. Romero Horror
Danny Pang,Louis Koo,Angelica Lee,Ching Wan Lau,Action,out of inferno,Louis Koo Angelica Lee Ching Wan Lau Danny Pang Action
Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,Adventure Comedy Drama,fear and loathing in las vegas,Johnny Depp Michael Jeter Ellen Barkin Terry Gilliam Adventure Comedy Drama
Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,Comedy Fantasy Romance,the invention of lying,Jennifer Garner Tina Fey Martin Starr Ricky Gervais Comedy Fantasy Romance
Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz,Comedy,neighbors,Craig Roberts Carla Gallo Ike Barinholtz Nicholas Stoller Comedy
Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,Action Comedy Crime Fantasy,the mask,Peter Greene Amy Yasbeck Reg E. Cathey Chuck Russell Action Comedy Crime Fantasy
Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,Comedy Drama Family Fantasy Romance,big,Tom Hanks Jon Lovitz John Heard Penny Marshall Comedy Drama Family Fantasy Romance
Larry Charles,Luenell,Ken Davitian,Chester,Comedy,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,Luenell Ken Davitian Chester Larry Charles Comedy
Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,Comedy Romance,legally blonde,Linda Cardellini Raquel Welch Alanna Ubach Robert Luketic Comedy Romance
Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action Adventure Sci-Fi,star trek iii: the search for spock,Leonard Nimoy Nichelle Nichols Walter Koenig Leonard Nimoy Action Adventure Sci-Fi
Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,Drama Horror Thriller,the exorcism of emily rose,Tom Wilkinson Colm Feore JR Bourne Scott Derrickson Drama Horror Thriller
Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,Comedy Romance,deuce bigalow: male gigolo,Amy Poehler Eddie Griffin Bree Turner Mike Mitchell Comedy Romance
Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,Comedy Drama Romance,the family stone,Craig T. Nelson Paul Schneider Tyrone Giordano Thomas Bezucha Comedy Drama Romance
Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,Comedy Drama,barbershop 2: back in business,Harry Lennix Sean Patrick Thomas Kenan Thompson Kevin Rodney Sullivan Comedy Drama
Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,Comedy Crime Drama,bad santa,Bernie Mac Tony Cox Alex Borstein Terry Zwigoff Comedy Crime Drama
Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,Comedy Crime,austin powers: international man of mystery,Will Ferrell Charles Napier Robert Wagner Jay Roach Comedy Crime
Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,Comedy Family Romance,my big fat greek wedding 2,Nia Vardalos Louis Mandylor Joey Fatone Kirk Jones Comedy Family Romance
David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,Comedy Family,diary of a wimpy kid: rodrick rules,Zachary Gordon Rachael Harris Fran Kranz David Bowers Comedy Family
John McTiernan,Shane Black,Bill Duke,Carl Weathers,Action Horror Sci-Fi,predator,Shane Black Bill Duke Carl Weathers John McTiernan Action Horror Sci-Fi
Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,Biography Drama History Music,amadeus,Jeffrey Jones F. Murray Abraham Tom Hulce Milos Forman Biography Drama History Music
Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,Horror Mystery,prom night,Ming-Na Wen Scott Porter Collins Pennie Nelson McCormick Horror Mystery
Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,Comedy,mean girls,Tina Fey Amy Poehler Neil Flynn Mark Waters Comedy
Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,Comedy Drama Romance,under the tuscan sun,Raoul Bova Lindsay Duncan Mario Monicelli Audrey Wells Comedy Drama Romance
Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,Drama Mystery,gosford park,Kristin Scott Thomas Bob Balaban Tom Hollander Robert Altman Drama Mystery
unknown,Peter Gallagher,Melinda Clarke,Tate Donovan,Comedy Drama Romance,the o.c.            ,Peter Gallagher Melinda Clarke Tate Donovan unknown Comedy Drama Romance
Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,Comedy Drama Fantasy Romance,peggy sue got married,Nicolas Cage Kathleen Turner Joan Allen Francis Ford Coppola Comedy Drama Fantasy Romance
Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever,Comedy Drama Romance,birdman or (the unexpected virtue of ignorance),Emma Stone Naomi Watts Merritt Wever Alejandro G. Iñárritu Comedy Drama Romance
Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,Drama,blue jasmine,Sally Hawkins Charlie Tahan Andrew Dice Clay Woody Allen Drama
Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,Drama History Thriller,united 93,Christian Clemenson David Alan Basche Susan Blommaert Paul Greengrass Drama History Thriller
Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,Drama Music Romance,honey,Christian Monzon Mekhi Phifer Romeo Miller Bille Woodruff Drama Music Romance
Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,Drama History War,glory,Denzel Washington Morgan Freeman Matthew Broderick Edward Zwick Drama History War
Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,Action Comedy,spy hard,Hulk Hogan Barry Bostwick Nicollette Sheridan Rick Friedberg Action Comedy
Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,Biography Drama Family Sport,soul surfer,Dennis Quaid Chris Brochu Craig T. Nelson Sean McNamara Biography Drama Family Sport
Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,Comedy Drama War,catch-22,Bob Newhart Bob Balaban Martin Balsam Mike Nichols Comedy Drama War
Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,Comedy Crime Drama,observe and report,Collette Wolfe Celia Weston Dan Bakkedahl Jody Hill Comedy Crime Drama
Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,Action Adventure Fantasy,conan the destroyer,Mako Olivia d'Abo Grace Jones Richard Fleischer Action Adventure Fantasy
Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,Biography Drama Sport,raging bull,Robert De Niro Cathy Moriarty Frank Vincent Martin Scorsese Biography Drama Sport
Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,Drama Romance,love happens,Judy Greer Sasha Alexander Frances Conroy Brandon Camp Drama Romance
Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,Adventure Fantasy Mystery Thriller,young sherlock holmes,Nicholas Rowe Roger Ashton-Griffiths Freddie Jones Barry Levinson Adventure Fantasy Mystery Thriller
Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,Comedy Drama Musical Romance,fame,Kelsey Grammer Kay Panabaker Megan Mullally Kevin Tancharoen Comedy Drama Musical Romance
Danny Boyle,James Franco,Treat Williams,Kate Burton,Adventure Biography Drama Thriller,127 hours,James Franco Treat Williams Kate Burton Danny Boyle Adventure Biography Drama Thriller
Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,Comedy Crime,small time crooks,Woody Allen Jon Lovitz Michael Rapaport Woody Allen Comedy Crime
Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,Drama Music Romance,center stage,Amanda Schull Susan May Pratt Ethan Stiefel Nicholas Hytner Drama Music Romance
Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet,Comedy,love the coopers,Olivia Wilde Alex Borstein Timothée Chalamet Jessie Nelson Comedy
Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,Comedy Crime,catch that kid,Kristen Stewart Corbin Bleu Kevin G. Schmidt Bart Freundlich Comedy Crime
Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,Drama,life as a house,Ian Somerhalder Hayden Christensen Kristin Scott Thomas Irwin Winkler Drama
Danny Boyle,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,Biography Drama,steve jobs,Kate Winslet Michael Fassbender Michael Stuhlbarg Danny Boyle Biography Drama
Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,Comedy Romance,"i love you, beth cooper",Alan Ruck Marie Avgeropoulos Shawn Roberts Chris Columbus Comedy Romance
Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard,Comedy Drama Romance,youth in revolt,Steve Buscemi Ari Graynor Fred Willard Miguel Arteta Comedy Drama Romance
William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,Action Adventure Western,the legend of the lone ranger,Jason Robards Richard Farnsworth Michael Horse William A. Fraker Action Adventure Western
John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,Drama Thriller,the tailor of panama,Daniel Radcliffe Jamie Lee Curtis Mark Margolis John Boorman Drama Thriller
Brian De Palma,Nancy Allen,Dennis Franz,John McMartin,Mystery Thriller,blow out,Nancy Allen Dennis Franz John McMartin Brian De Palma Mystery Thriller
Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne,Action Crime Thriller,getaway,Rebecca Budig Paul Freeman Bruce Payne Courtney Solomon Action Crime Thriller
Ang Lee,Joan Allen,Kate Burton,Henry Czerny,Drama,the ice storm,Joan Allen Kate Burton Henry Czerny Ang Lee Drama
Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli,Comedy Drama Romance,and so it goes,Yaya DaCosta Annie Parisse Frankie Valli Rob Reiner Comedy Drama Romance
Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,Adventure Comedy,troop beverly hills,Craig T. Nelson Shelley Long Kellie Martin Jeff Kanew Adventure Comedy
István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson,Comedy Drama Romance,being julia,Miriam Margolyes Shaun Evans Juliet Stevenson István Szabó Comedy Drama Romance
Adrian Lyne,David Margulies,Karen Young,Kim Chan,Drama Romance,9½ weeks,David Margulies Karen Young Kim Chan Adrian Lyne Drama Romance
Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,Action Adventure Fantasy,dragonslayer,Ian McDiarmid Ralph Richardson Albert Salmi Matthew Robbins Action Adventure Fantasy
Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,Biography Drama Romance,the last station,David Masterson Kerry Condon Anne-Marie Duff Michael Hoffman Biography Drama Romance
Tim Burton,Johnny Depp,Bill Murray,Martin Landau,Biography Comedy Drama,ed wood,Johnny Depp Bill Murray Martin Landau Tim Burton Biography Comedy Drama
Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith,Drama,labor day,J.K. Simmons Kate Winslet Brooke Smith Jason Reitman Drama
Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,Adventure Biography Drama History War,mongol: the rise of genghis khan,Tadanobu Asano Khulan Chuluun Honglei Sun Sergey Bodrov Adventure Biography Drama History War
Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson,Action Crime Thriller,rocknrolla,Tom Hardy Gerard Butler Tom Wilkinson Guy Ritchie Action Crime Thriller
Hal Needham,Barry Bostwick,Michael Beck,Henry Silva,Action Sci-Fi,megaforce,Barry Bostwick Michael Beck Henry Silva Hal Needham Action Sci-Fi
Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young,Biography Drama Music Romance,mao's last dancer,Bruce Greenwood Suzie Steen Aden Young Bruce Beresford Biography Drama Music Romance
Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,Adventure Drama Sci-Fi Thriller,midnight special,Kirsten Dunst Sam Shepard Paul Sparks Jeff Nichols Adventure Drama Sci-Fi Thriller
Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens,Comedy Romance,anything else,Woody Allen Stockard Channing Fisher Stevens Woody Allen Comedy Romance
Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid,Biography Drama Romance War,the railway man,Jeremy Irvine Colin Firth Sam Reid Jonathan Teplitzky Biography Drama Romance War
unknown,Poppy Montgomery,Dylan Walsh,Dallas Roberts,Drama Mystery,unforgettable            ,Poppy Montgomery Dylan Walsh Dallas Roberts unknown Drama Mystery
Michael Haneke,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,Drama Mystery,the white ribbon,Ulrich Tukur Burghart Klaußner Leonie Benesch Michael Haneke Drama Mystery
Zack Ward,Zack Ward,Anna Harr,James Cullen Bressack,Horror,restoration,Zack Ward Anna Harr James Cullen Bressack Zack Ward Horror
Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,Action Horror Romance Sci-Fi Thriller,the wraith,Clint Howard Randy Quaid Nick Cassavetes Mike Marvin Action Horror Romance Sci-Fi Thriller
D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,Crime Drama Mystery Thriller,the salton sea,Adam Goldberg Meat Loaf Anthony LaPaglia D.J. Caruso Crime Drama Mystery Thriller
Nimród Antal,James Hetfield,Mackenzie Gray,Lars Ulrich,Music,metallica through the never,James Hetfield Mackenzie Gray Lars Ulrich Nimród Antal Music
Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,Crime Drama Thriller,the informers,Austin Nichols Brad Renfro Lou Taylor Pucci Gregor Jordan Crime Drama Thriller
unknown,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,Biography Crime Drama Thriller,carlos            ,Edgar Ramírez Nora von Waldstätten Katharina Schüttler unknown Biography Crime Drama Thriller
Tran Anh Hung,Takuya Kimura,Simón Andreu,Shawn Yue,Thriller,i come with the rain,Takuya Kimura Simón Andreu Shawn Yue Tran Anh Hung Thriller
Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,Action Drama History Romance War Western,one man's hero,Tom Berenger Joaquim de Almeida Mark Moses Lance Hool Action Drama History Romance War Western
Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull,Action Crime Drama Thriller,i am wrath,Sam Trammell Rebecca De Mornay Amanda Schull Chuck Russell Action Crime Drama Thriller
Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,Action Animation Sci-Fi Thriller,renaissance,Romola Garai Catherine McCormack Kevork Malikyan Christian Volckman Action Animation Sci-Fi Thriller
Jon Cassar,Demi Moore,Landon Liboiron,Michael Wincott,Drama Western,forsaken,Demi Moore Landon Liboiron Michael Wincott Jon Cassar Drama Western
